date,close,volume,open,low,high
2019-04-10 11:45:00,77700,1,77700,77700,77700
2019-04-10 11:41:00,77500,1,77500,77500,77500
2019-04-10 11:14:00,77400,1,77400,77400,77400
2019-04-10 11:11:00,77500,2,77500,77500,77500
2019-04-10 11:01:00,77500,1,77500,77500,77500
2019-04-10 10:53:00,77500,1,77500,77500,77500
2019-04-10 10:48:00,77600,2,77600,77600,77600
2019-04-10 10:31:00,77500,6,77500,77500,77500
2019-04-10 10:12:00,77300,1,77300,77300,77300
2019-04-10 09:42:00,77200,1,77200,77200,77200
2019-04-10 09:31:00,77300,3,77200,77200,77300
2019-04-10 09:11:00,77200,2,77300,77200,77300
2019-04-10 09:04:00,77400,1,77400,77400,77400
2019-04-10 08:53:00,78500,2,78500,78500,78500
2019-04-09 17:31:00,77000,2635,77100,77000,77100
2019-04-09 17:30:00,77000,2263,76400,76400,77000
2019-04-09 17:29:00,76500,1714,74700,74700,76500
2019-04-09 17:28:00,74700,517,74700,74700,74700
2019-04-09 17:27:00,74700,542,76100,74700,76300
2019-04-09 17:25:00,76300,325,75800,75400,76300
2019-04-09 17:24:00,75900,314,74700,74700,75900
2019-04-09 17:23:00,74700,550,75000,74700,75000
2019-04-09 17:22:00,74900,588,74700,74700,74900
2019-04-09 17:21:00,74700,608,76000,72000,76000
2019-04-09 17:20:00,77000,3,77000,77000,77000
2019-04-09 17:19:00,77000,1,77000,77000,77000
2019-04-09 17:18:00,77100,1,77100,77100,77100
2019-04-09 17:17:00,77100,1,77100,77100,77100
2019-04-09 17:15:00,77200,1,77200,77200,77200
2019-04-09 16:46:00,77100,3,77200,77100,77200
2019-04-09 16:45:00,77300,3,77300,77300,77300
2019-04-09 15:58:00,77400,2,77400,77400,77400
2019-04-09 15:51:00,77300,1,77300,77300,77300
2019-04-09 15:50:00,77400,1,77400,77400,77400
2019-04-09 15:47:00,77500,4,77600,77500,77600
2019-04-09 15:42:00,77700,4,77500,77500,77700
2019-04-09 15:33:00,77400,1,77400,77400,77400
2019-04-09 15:21:00,77500,3,77500,77500,77500
2019-04-09 15:04:00,77500,1,77500,77500,77500
2019-04-09 15:01:00,77500,2,77500,77500,77500
2019-04-09 14:57:00,77600,1,77600,77600,77600
2019-04-09 14:55:00,77600,1,77600,77600,77600
2019-04-09 14:45:00,77800,2,77800,77800,77800
2019-04-09 14:38:00,78000,1,78000,78000,78000
2019-04-09 14:30:00,78000,1,78000,78000,78000
2019-04-09 14:22:00,78200,1,78200,78200,78200
2019-04-09 13:57:00,78100,1,78100,78100,78100
2019-04-09 13:41:00,78100,2,78100,78100,78100
2019-04-09 13:40:00,78100,2,78100,78100,78100
2019-04-09 13:35:00,78100,1,78100,78100,78100
2019-04-09 12:25:00,78200,5,78100,78100,78200
2019-04-09 12:15:00,78000,1,78000,78000,78000
2019-04-09 12:07:00,78200,1,78200,78200,78200
2019-04-09 11:52:00,78200,1,78200,78200,78200
2019-04-09 11:46:00,78100,1,78100,78100,78100
2019-04-09 11:37:00,78000,1,78000,78000,78000
2019-04-09 11:33:00,78100,2,78100,78100,78100
2019-04-09 11:26:00,78000,1,78000,78000,78000
2019-04-09 11:19:00,77800,3,77900,77800,77900
2019-04-09 11:18:00,78000,1,78000,78000,78000
2019-04-09 11:06:00,78000,1,78000,78000,78000
2019-04-09 10:52:00,78200,1,78200,78200,78200
2019-04-09 10:51:00,78200,6,78100,78100,78200
2019-04-09 10:47:00,78200,1,78200,78200,78200
2019-04-09 10:21:00,78200,1,78200,78200,78200
2019-04-09 10:14:00,78300,2,78300,78300,78300
2019-04-09 10:13:00,78300,1,78300,78300,78300
2019-04-09 10:05:00,78100,1,78100,78100,78100
2019-04-09 09:56:00,78200,1,78200,78200,78200
2019-04-09 09:51:00,78300,1,78300,78300,78300
2019-04-09 09:40:00,78300,1,78300,78300,78300
2019-04-09 09:21:00,78300,1,78300,78300,78300
2019-04-09 09:10:00,78300,2,78300,78300,78300
2019-04-09 09:02:00,78400,8,78000,78000,78400
2019-04-09 09:01:00,78000,3,78000,78000,78000
2019-04-09 09:00:00,78000,4,77800,77800,78000
2019-04-09 08:59:00,77900,1,77900,77900,77900
2019-04-09 08:50:00,77800,1,77800,77800,77800
2019-04-09 08:30:00,77800,1,77800,77800,77800
2019-04-08 17:32:00,78600,42,78600,78600,78600
2019-04-08 17:30:00,78600,365,78800,78600,78800
2019-04-08 17:29:00,78900,132,78500,78500,78900
2019-04-08 17:28:00,78600,62,78700,78600,78700
2019-04-08 17:27:00,78600,60,78700,78600,78700
2019-04-08 17:25:00,78600,168,78900,78600,79000
2019-04-08 17:24:00,78800,75,78800,78800,78900
2019-04-08 17:22:00,78700,158,78600,78600,78900
2019-04-08 17:21:00,78700,121,78400,78400,78700
2019-04-08 17:15:00,78200,1,78200,78200,78200
2019-04-08 17:13:00,78200,1,78200,78200,78200
